"crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, "
"#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, "
" 67, 2582,   24.0, 25.9680,  23.087, 25.9734, 35.0547,   203.3,  89.889,  0.0932,  -9.000,"
" 67, 2582,   26.0, 25.9627,  23.090, 25.9684, 35.0567,   203.4,  89.862,  0.0947,  -9.000,"
" 67, 2582,   28.0, 25.9601,  23.092, 25.9663, 35.0582,   203.5,  89.859,  0.0957,  -9.000,"
" 67, 2582,   30.0, 25.9593,  23.094, 25.9660, 35.0604,   203.4,  89.861,  0.0982,  -9.000,"
" 67, 2582,   32.0, 25.9536,  23.096, 25.9608, 35.0609,   203.5,  89.847,  0.1000,  -9.000,"
" 67, 2582,   34.0, 25.9488,  23.098, 25.9564, 35.0625,   203.6,  89.818,  0.1043,  -9.000,"
" 67, 2582,   36.0, 25.9465,  23.100, 25.9545, 35.0635,   203.6,  89.815,  0.1056,  -9.000,"
" 67, 2582,   38.0, 25.9434,  23.101, 25.9519, 35.0642,   203.6,  89.775,  0.1093,  -9.000,"
" 67, 2582,   40.0, 25.9402,  23.103, 25.9492, 35.0646,   203.6,  89.742,  0.1202,  -9.000,"
" 67, 2582,   42.0, 25.9346,  23.105, 25.9439, 35.0651,   203.6,  89.726,  0.1221,  -9.000,"
" 67, 2582,   44.0, 25.9307,  23.107, 25.9405, 35.0660,   203.6,  89.693,  0.1234,  -9.000,"
" 67, 2582,   46.0, 25.9285,  23.108, 25.9387, 35.0672,   203.6,  89.687,  0.1261,  -9.000,"
" 67, 2582,   48.0, 25.9200,  23.112, 25.9307, 35.0686,   203.6,  89.667,  0.1247,  -9.000,"
" 67, 2582,   50.0, 25.8700,  23.128, 25.8812, 35.0694,   203.7,  89.668,  0.1274,  -9.000,"
" 67, 2582,   52.0, 25.8139,  23.146, 25.8254, 35.0707,   203.7,  89.662,  0.1320,  -9.000,"
" 67, 2582,   54.0, 25.7270,  23.176, 25.7390, 35.0741,   203.7,  89.655,  0.1383,  -9.000,"
" 67, 2582,   56.0, 25.6623,  23.199, 25.6746, 35.0777,   203.9,  89.654,  0.1446,  -9.000,"
" 67, 2582,   58.0, 25.5933,  23.221, 25.6061, 35.0791,   203.7,  89.664,  0.1490,  -9.000,"
" 67, 2582,   60.0, 25.5070,  23.249, 25.5202, 35.0813,   204.0,  89.645,  0.1557,  -9.000,"
" 67, 2582,   62.0, 25.3738,  23.290, 25.3874, 35.0813,   206.2,  89.640,  0.1623,  -9.000,"
" 67, 2582,   64.0, 25.1993,  23.344, 25.2132, 35.0810,   207.3,  89.642,  0.1682,  -9.000,"
" 67, 2582,   66.0, 25.0286,  23.401, 25.0430, 35.0888,   209.7,  89.641,  0.1785,  -9.000,"
" 67, 2582,   68.0, 24.7961,  23.480, 24.8108, 35.0997,   210.5,  89.624,  0.1894,  -9.000,"
" 67, 2582,   70.0, 24.6106,  23.536, 24.6256, 35.0998,   212.1,  89.634,  0.1965,  -9.000,"
" 67, 2582,   72.0, 24.4186,  23.589, 24.4340, 35.0938,   212.4,  89.643,  0.2046,  -9.000,"
" 67, 2582,   74.0, 24.1728,  23.665, 24.1884, 35.0960,   213.6,  89.636,  0.2162,  -9.000,"
" 67, 2582,   76.0, 23.8501,  23.755, 23.8661, 35.0889,   215.5,  89.622,  0.2325,  -9.000,"
" 67, 2582,   78.0, 23.5908,  23.827, 23.6070, 35.0838,   217.6,  89.627,  0.2490,  -9.000,"
" 67, 2582,   80.0, 23.3340,  23.903, 23.3505, 35.0856,   219.3,  89.632,  0.2641,  -9.000,"
" 67, 2582,   82.0, 23.0434,  23.992, 23.0601, 35.0910,   221.0,  89.627,  0.2741,  -9.000,"
" 67, 2582,   84.0, 22.8295,  24.057, 22.8466, 35.0959,   222.0,  89.642,  0.2886,  -9.000,"
" 67, 2582,   86.0, 22.6208,  24.120, 22.6382, 35.0999,   223.0,  89.657,  0.3027,  -9.000,"
" 67, 2582,   88.0, 22.4517,  24.175, 22.4693, 35.1098,   222.6,  89.661,  0.3259,  -9.000,"
" 67, 2582,   90.0, 22.2744,  24.236, 22.2924, 35.1241,   222.5,  89.676,  0.3529,  -9.000,"
" 67, 2582,   92.0, 22.1170,  24.286, 22.1353, 35.1310,   221.7,  89.669,  0.3796,  -9.000,"
" 67, 2582,   94.0, 21.9818,  24.326, 22.0004, 35.1332,   221.4,  89.685,  0.4113,  -9.000,"
" 67, 2582,   96.0, 21.8516,  24.361, 21.8705, 35.1320,   220.9,  89.695,  0.4315,  -9.000,"
" 67, 2582,   98.0, 21.6954,  24.404, 21.7146, 35.1315,   220.6,  89.702,  0.4496,  -9.000,"
" 67, 2582,  100.0, 21.5705,  24.441, 21.5900, 35.1342,   219.2,  89.703,  0.4716,  -9.000,"
" 67, 2582,  102.0, 21.4181,  24.486, 21.4379, 35.1378,   218.0,  89.730,  0.4843,  -9.000,"
" 67, 2582,  104.0, 21.2938,  24.522, 21.3139, 35.1402,   217.0,  89.754,  0.4819,  -9.000,"
" 67, 2582,  106.0, 21.2101,  24.548, 21.2305, 35.1446,   216.3,  89.755,  0.4923,  -9.000,"
" 67, 2582,  108.0, 21.1173,  24.575, 21.1380, 35.1463,   216.5,  89.774,  0.4962,  -9.000,"
" 67, 2582,  110.0, 21.0129,  24.602, 21.0339, 35.1452,   216.7,  89.781,  0.4979,  -9.000,"
" 67, 2582,  112.0, 20.9096,  24.631, 20.9310, 35.1455,   216.7,  89.795,  0.5003,  -9.000,"
" 67, 2582,  114.0, 20.8177,  24.655, 20.8394, 35.1446,   216.5,  89.804,  0.5036,  -9.000,"
" 67, 2582,  116.0, 20.6998,  24.686, 20.7218, 35.1441,   216.7,  89.827,  0.5110,  -9.000,"
" 67, 2582,  118.0, 20.6063,  24.709, 20.6286, 35.1412,   216.8,  89.826,  0.5184,  -9.000,"
" 67, 2582,  120.0, 20.5066,  24.735, 20.5292, 35.1393,   216.4,  89.845,  0.5292,  -9.000,"
" 67, 2582,  122.0, 20.4095,  24.761, 20.4324, 35.1392,   215.6,  89.884,  0.5284,  -9.000,"
" 67, 2582,  124.0, 20.3351,  24.779, 20.3583, 35.1377,   214.4,  89.905,  0.5243,  -9.000,"
" 67, 2582,  126.0, 20.2570,  24.798, 20.2805, 35.1355,   213.6,  89.946,  0.5095,  -9.000,"
" 67, 2582,  128.0, 20.1764,  24.816, 20.2002, 35.1311,   212.7,  89.969,  0.4951,  -9.000,"
" 67, 2582,  130.0, 20.0919,  24.835, 20.1161, 35.1257,   211.7,  89.987,  0.4810,  -9.000,"
" 67, 2582,  132.0, 19.9930,  24.856, 20.0174, 35.1195,   210.7,  90.032,  0.4568,  -9.000,"
" 67, 2582,  134.0, 19.9123,  24.874, 19.9370, 35.1157,   210.1,  90.071,  0.4332,  -9.000,"
" 67, 2582,  136.0, 19.8346,  24.892, 19.8596, 35.1114,   209.5,  90.080,  0.4092,  -9.000,"
" 67, 2582,  138.0, 19.7608,  24.908, 19.7862, 35.1076,   208.9,  90.101,  0.3880,  -9.000,"
" 67, 2582,  140.0, 19.6769,  24.926, 19.7025, 35.1020,   208.3,  90.139,  0.3669,  -9.000,"
" 67, 2582,  142.0, 19.5787,  24.946, 19.6046, 35.0951,   207.7,  90.147,  0.3468,  -9.000,"
" 67, 2582,  144.0, 19.4864,  24.965, 19.5125, 35.0887,   207.8,  90.184,  0.3262,  -9.000,"
" 67, 2582,  146.0, 19.4165,  24.978, 19.4430, 35.0820,   207.8,  90.202,  0.3094,  -9.000,"
" 67, 2582,  148.0, 19.3283,  24.995, 19.3550, 35.0743,   207.5,  90.210,  0.2933,  -9.000,"
" 67, 2582,  150.0, 19.2493,  25.009, 19.2763, 35.0659,   207.8,  90.226,  0.2756,  -9.000,"
" 67, 2582,  152.0, 19.2039,  25.017, 19.2313, 35.0618,   207.9,  90.267,  0.2568,  -9.000,"
" 67, 2582,  154.0, 19.1398,  25.029, 19.1674, 35.0560,   208.1,  90.250,  0.2422,  -9.000,"
" 67, 2582,  156.0, 19.0637,  25.044, 19.0916, 35.0490,   208.5,  90.271,  0.2296,  -9.000,"
" 67, 2582,  158.0, 18.9841,  25.057, 19.0123, 35.0405,   208.7,  90.314,  0.2160,  -9.000,"
" 67, 2582,  160.0, 18.9057,  25.070, 18.9341, 35.0316,   209.1,  90.301,  0.2064,  -9.000,"
" 67, 2582,  162.0, 18.8175,  25.086, 18.8462, 35.0225,   208.7,  90.313,  0.1967,  -9.000,"
" 67, 2582,  164.0, 18.7257,  25.103, 18.7547, 35.0140,   207.3,  90.337,  0.1840,  -9.000,"
" 67, 2582,  166.0, 18.6526,  25.116, 18.6819, 35.0066,   206.1,  90.327,  0.1719,  -9.000,"
" 67, 2582,  168.0, 18.5425,  25.131, 18.5720, 34.9904,   206.0,  90.335,  0.1640,  -9.000,"
" 67, 2582,  170.0, 18.4618,  25.144, 18.4915, 34.9808,   204.8,  90.383,  0.1531,  -9.000,"
" 67, 2582,  172.0, 18.3832,  25.155, 18.4132, 34.9695,   201.8,  90.385,  0.1414,  -9.000,"
" 67, 2582,  174.0, 18.2831,  25.169, 18.3133, 34.9557,   199.6,  90.368,  0.1343,  -9.000,"
" 67, 2582,  176.0, 18.1770,  25.182, 18.2074, 34.9386,   199.1,  90.389,  0.1262,  -9.000,"
" 67, 2582,  178.0, 18.0556,  25.198, 18.0863, 34.9192,   198.0,  90.389,  0.1190,  -9.000,"
" 67, 2582,  180.0, 17.9650,  25.210, 17.9959, 34.9066,   196.3,  90.401,  0.1138,  -9.000,"
" 67, 2582,  182.0, 17.8614,  25.226, 17.8925, 34.8940,   195.1,  90.409,  0.1086,  -9.000,"
" 67, 2582,  184.0, 17.7352,  25.244, 17.7664, 34.8768,   193.9,  90.428,  0.1021,  -9.000,"
" 67, 2582,  186.0, 17.6274,  25.259, 17.6589, 34.8625,   192.7,  90.429,  0.0956,  -9.000,"
" 67, 2582,  188.0, 17.5221,  25.273, 17.5538, 34.8473,   192.4,  90.420,  0.0915,  -9.000,"
" 67, 2582,  190.0, 17.3808,  25.291, 17.4127, 34.8272,   192.3,  90.410,  0.0881,  -9.000,"
" 67, 2582,  192.0, 17.2649,  25.307, 17.2969, 34.8112,   191.2,  90.429,  0.0883,  -9.000,"
" 67, 2582,  194.0, 17.1617,  25.320, 17.1939, 34.7953,   189.5,  90.443,  0.0840,  -9.000,"
" 67, 2582,  196.0, 17.0337,  25.336, 17.0661, 34.7774,   188.8,  90.447,  0.0797,  -9.000,"
" 67, 2582,  198.0, 16.9320,  25.350, 16.9646, 34.7640,   187.8,  90.438,  0.0774,  -9.000,"
" 67, 2582,  200.0, 16.8318,  25.364, 16.8645, 34.7507,   187.2,  90.430,  0.0754,  -9.000,"
" 68, 2603,    0.0, 25.6523,  23.100, 25.6523, 34.9429,   205.8,  89.430,  0.1141,  -9.000,"
" 68, 2603,    2.0, 25.6693,  23.099, 25.6697, 34.9478,   205.8,  89.873,  0.1079,  -9.000,"
" 68, 2603,    4.0, 25.6701,  23.100, 25.6710, 34.9498,   205.8,  89.774,  0.1099,  -9.000,"
" 68, 2603,    6.0, 25.6704,  23.100, 25.6717, 34.9499,   205.8,  89.694,  0.1046,  -9.000,"
" 68, 2603,    8.0, 25.6705,  23.100, 25.6723, 34.9508,   205.8,  89.699,  0.1065,  -9.000,"
" 68, 2603,   10.0, 25.6695,  23.101, 25.6717, 34.9518,   205.8,  89.716,  0.1070,  -9.000,"
" 68, 2603,   12.0, 25.6684,  23.102, 25.6711, 34.9520,   205.8,  89.712,  0.1113,  -9.000,"
" 68, 2603,   14.0, 25.6673,  23.102, 25.6704, 34.9519,   205.8,  89.716,  0.1157,  -9.000,"
" 68, 2603,   16.0, 25.6654,  23.103, 25.6690, 34.9520,   205.8,  89.716,  0.1143,  -9.000,"
" 68, 2603,   18.0, 25.6646,  23.103, 25.6686, 34.9521,   205.8,  89.723,  0.1194,  -9.000,"
" 68, 2603,   20.0, 25.6629,  23.104, 25.6673, 34.9520,   205.8,  89.713,  0.1187,  -9.000,"
" 68, 2603,   22.0, 25.6606,  23.104, 25.6654, 34.9518,   205.8,  89.714,  0.1193,  -9.000,"
" 68, 2603,   24.0, 25.6590,  23.105, 25.6643, 34.9517,   205.9,  89.721,  0.1221,  -9.000,"
" 68, 2603,   26.0, 25.6581,  23.105, 25.6639, 34.9517,   205.9,  89.706,  0.1234,  -9.000,"
" 68, 2603,   28.0, 25.6576,  23.105, 25.6638, 34.9517,   205.8,  89.701,  0.1263,  -9.000,"
" 68, 2603,   30.0, 25.6571,  23.105, 25.6637, 34.9520,   205.8,  89.687,  0.1305,  -9.000,"
" 68, 2603,   32.0, 25.6548,  23.106, 25.6619, 34.9522,   205.8,  89.657,  0.1333,  -9.000,"
" 68, 2603,   34.0, 25.6542,  23.107, 25.6617, 34.9523,   205.8,  89.656,  0.1328,  -9.000,"
" 68, 2603,   36.0, 25.6539,  23.107, 25.6618, 34.9524,   205.9,  89.619,  0.1328,  -9.000,"
" 68, 2603,   38.0, 25.6537,  23.107, 25.6621, 34.9525,   205.8,  89.613,  0.1394,  -9.000,"
" 68, 2603,   40.0, 25.6526,  23.107, 25.6615, 34.9525,   205.8,  89.606,  0.1428,  -9.000,"
" 68, 2603,   42.0, 25.6511,  23.108, 25.6604, 34.9524,   205.9,  89.579,  0.1461,  -9.000,"
" 68, 2603,   44.0, 25.6491,  23.108, 25.6588, 34.9526,   205.9,  89.600,  0.1473,  -9.000,"
" 68, 2603,   46.0, 25.6459,  23.110, 25.6561, 34.9530,   205.9,  89.610,  0.1512,  -9.000,"
" 68, 2603,   48.0, 25.6416,  23.111, 25.6522, 34.9534,   205.9,  89.616,  0.1523,  -9.000,"
" 68, 2603,   50.0, 25.6246,  23.118, 25.6356, 34.9548,   206.1,  89.612,  0.1572,  -9.000,"
" 68, 2603,   52.0, 25.5782,  23.134, 25.5897, 34.9578,   206.3,  89.616,  0.1612,  -9.000,"
" 68, 2603,   54.0, 25.4750,  23.171, 25.4868, 34.9648,   208.8,  89.613,  0.1664,  -9.000,"
" 68, 2603,   56.0, 25.2658,  23.245, 25.2781, 34.9780,   211.9,  89.616,  0.1786,  -9.000,"
" 68, 2603,   58.0, 25.0567,  23.318, 25.0693, 34.9893,   214.6,  89.599,  0.1953,  -9.000,"
" 68, 2603,   60.0, 24.8051,  23.403, 24.8180, 35.0015,   215.7,  89.610,  0.2184,  -9.000,"
" 68, 2603,   62.0, 24.5066,  23.506, 24.5198, 35.0177,   216.9,  89.593,  0.2381,  -9.000,"
" 68, 2603,   64.0, 24.2148,  23.604, 24.2283, 35.0322,   217.1,  89.597,  0.2564,  -9.000,"
" 68, 2603,   66.0, 23.9928,  23.678, 24.0067, 35.0429,   217.1,  89.598,  0.2777,  -9.000,"
" 68, 2603,   68.0, 23.7362,  23.762, 23.7504, 35.0548,   217.8,  89.603,  0.2987,  -9.000,"
" 68, 2603,   70.0, 23.4770,  23.848, 23.4915, 35.0671,   219.6,  89.627,  0.3227,  -9.000,"
" 68, 2603,   72.0, 23.1887,  23.941, 23.2034, 35.0793,   220.9,  89.631,  0.3479,  -9.000,"
" 68, 2603,   74.0, 23.0602,  23.982, 23.0754, 35.0850,   219.7,  89.633,  0.3561,  -9.000,"
" 68, 2603,   76.0, 22.8699,  24.043, 22.8853, 35.0926,   220.2,  89.653,  0.3632,  -9.000,"
" 68, 2603,   78.0, 22.7404,  24.083, 22.7562, 35.0970,   220.3,  89.660,  0.3767,  -9.000,"
" 68, 2603,   80.0, 22.5325,  24.149, 22.5486, 35.1055,   219.7,  89.652,  0.3924,  -9.000,"
" 68, 2603,   82.0, 22.4201,  24.183, 22.4366, 35.1079,   218.5,  89.643,  0.4127,  -9.000,"
" 68, 2603,   84.0, 22.2431,  24.238, 22.2598, 35.1148,   218.3,  89.640,  0.4402,  -9.000,"
" 68, 2603,   86.0, 22.0739,  24.290, 22.0910, 35.1201,   217.5,  89.631,  0.4637,  -9.000,"
" 68, 2603,   88.0, 21.8902,  24.345, 21.9076, 35.1255,   215.9,  89.612,  0.5045,  -9.000,"
" 68, 2603,   90.0, 21.7612,  24.385, 21.7788, 35.1298,   216.0,  89.613,  0.5466,  -9.000,"
" 68, 2603,   92.0, 21.6583,  24.415, 21.6763, 35.1322,   216.0,  89.609,  0.5684,  -9.000,"
" 68, 2603,   94.0, 21.5419,  24.450, 21.5602, 35.1354,   214.6,  89.609,  0.5883,  -9.000,"
" 68, 2603,   96.0, 21.4214,  24.485, 21.4400, 35.1376,   213.7,  89.611,  0.6069,  -9.000,"
" 68, 2603,   98.0, 21.2658,  24.530, 21.2848, 35.1404,   212.8,  89.623,  0.6206,  -9.000,"
" 68, 2603,  100.0, 21.1853,  24.552, 21.2046, 35.1407,   211.0,  89.628,  0.6309,  -9.000,"
" 68, 2603,  102.0, 21.0653,  24.585, 21.0849, 35.1411,   210.1,  89.660,  0.6367,  -9.000,"
" 68, 2603,  104.0, 20.9601,  24.613, 20.9799, 35.1410,   209.2,  89.687,  0.6217,  -9.000,"
" 68, 2603,  106.0, 20.8365,  24.647, 20.8567, 35.1407,   208.9,  89.731,  0.5980,  -9.000,"
" 68, 2603,  108.0, 20.7490,  24.671, 20.7695, 35.1408,   208.5,  89.755,  0.5712,  -9.000,"
" 68, 2603,  110.0, 20.6628,  24.693, 20.6836, 35.1400,   207.7,  89.786,  0.5473,  -9.000,"
" 68, 2603,  112.0, 20.5824,  24.714, 20.6036, 35.1389,   207.0,  89.821,  0.5222,  -9.000,"
" 68, 2603,  114.0, 20.5150,  24.731, 20.5364, 35.1381,   206.4,  89.838,  0.4931,  -9.000,"
" 68, 2603,  116.0, 20.4303,  24.753, 20.4521, 35.1367,   206.3,  89.870,  0.4681,  -9.000,"
" 68, 2603,  118.0, 20.3398,  24.776, 20.3619, 35.1356,   205.7,  89.879,  0.4468,  -9.000,"
" 68, 2603,  120.0, 20.2712,  24.793, 20.2936, 35.1340,   204.5,  89.912,  0.4253,  -9.000,"
" 68, 2603,  122.0, 20.1975,  24.811, 20.2203, 35.1317,   204.3,  89.957,  0.3965,  -9.000,"
" 68, 2603,  124.0, 20.1375,  24.826, 20.1605, 35.1302,   204.1,  89.966,  0.3715,  -9.000,"
" 68, 2603,  126.0, 20.0675,  24.842, 20.0909, 35.1266,   204.1,  89.980,  0.3535,  -9.000,"
" 68, 2603,  128.0, 19.9962,  24.858, 20.0199, 35.1229,   203.8,  90.020,  0.3359,  -9.000,"
" 68, 2603,  130.0, 19.9199,  24.877, 19.9439, 35.1214,   204.0,  90.030,  0.3160,  -9.000,"
" 68, 2603,  132.0, 19.8458,  24.894, 19.8701, 35.1186,   204.1,  90.060,  0.2932,  -9.000,"
" 68, 2603,  134.0, 19.7904,  24.906, 19.8150, 35.1158,   204.2,  90.081,  0.2768,  -9.000,"
" 68, 2603,  136.0, 19.7063,  24.925, 19.7312, 35.1115,   204.6,  90.091,  0.2593,  -9.000,"
" 68, 2603,  138.0, 19.6412,  24.939, 19.6664, 35.1077,   204.4,  90.106,  0.2438,  -9.000,"
" 68, 2603,  140.0, 19.5798,  24.952, 19.6054, 35.1035,   204.2,  90.122,  0.2298,  -9.000,"
" 68, 2603,  142.0, 19.5179,  24.965, 19.5438, 35.0997,   204.0,  90.133,  0.2156,  -9.000,"
" 68, 2603,  144.0, 19.4302,  24.983, 19.4563, 35.0936,   203.8,  90.145,  0.2036,  -9.000,"
" 68, 2603,  146.0, 19.3600,  24.996, 19.3864, 35.0866,   203.4,  90.164,  0.1900,  -9.000,"
" 68, 2603,  148.0, 19.2736,  25.012, 19.3003, 35.0789,   203.4,  90.180,  0.1774,  -9.000,"
" 68, 2603,  150.0, 19.1636,  25.032, 19.1905, 35.0677,   203.6,  90.174,  0.1659,  -9.000,"
" 68, 2603,  152.0, 19.0756,  25.047, 19.1028, 35.0581,   203.2,  90.208,  0.1537,  -9.000,"
" 68, 2603,  154.0, 19.0033,  25.059, 19.0308, 35.0496,   203.3,  90.229,  0.1393,  -9.000,"
" 68, 2603,  156.0, 18.8978,  25.078, 18.9256, 35.0382,   203.5,  90.230,  0.1306,  -9.000,"
" 68, 2603,  158.0, 18.7941,  25.094, 18.8220, 35.0256,   203.8,  90.248,  0.1236,  -9.000,"
" 68, 2603,  160.0, 18.7232,  25.105, 18.7514, 35.0167,   203.7,  90.269,  0.1154,  -9.000,"
" 68, 2603,  162.0, 18.6376,  25.120, 18.6661, 35.0071,   204.2,  90.268,  0.1090,  -9.000,"
" 68, 2603,  164.0, 18.5637,  25.132, 18.5924, 34.9984,   203.8,  90.264,  0.1052,  -9.000,"
" 68, 2603,  166.0, 18.4664,  25.148, 18.4955, 34.9875,   203.9,  90.264,  0.0995,  -9.000,"
" 68, 2603,  168.0, 18.3741,  25.163, 18.4033, 34.9768,   204.5,  90.268,  0.0924,  -9.000,"
" 68, 2603,  170.0, 18.2913,  25.176, 18.3209, 34.9679,   204.9,  90.294,  0.0873,  -9.000,"
" 68, 2603,  172.0, 18.2261,  25.185, 18.2559, 34.9582,   204.7,  90.302,  0.0828,  -9.000,"
" 68, 2603,  174.0, 18.1625,  25.195, 18.1926, 34.9506,   204.8,  90.279,  0.0796,  -9.000,"
" 68, 2603,  176.0, 18.0954,  25.206, 18.1258, 34.9430,   204.8,  90.281,  0.0753,  -9.000,"
" 68, 2603,  178.0, 18.0335,  25.215, 18.0642, 34.9354,   204.8,  90.318,  0.0710,  -9.000,"
" 68, 2603,  180.0, 17.9303,  25.232, 17.9612, 34.9236,   205.4,  90.322,  0.0693,  -9.000,"
" 68, 2603,  182.0, 17.8319,  25.247, 17.8630, 34.9114,   205.3,  90.307,  0.0682,  -9.000,"
" 68, 2603,  184.0, 17.7632,  25.256, 17.7945, 34.9022,   205.2,  90.332,  0.0655,  -9.000,"
" 68, 2603,  186.0, 17.6959,  25.266, 17.7275, 34.8937,   205.7,  90.306,  0.0641,  -9.000,"
" 68, 2603,  188.0, 17.6099,  25.279, 17.6417, 34.8831,   205.9,  90.302,  0.0621,  -9.000,"
" 68, 2603,  190.0, 17.5262,  25.291, 17.5582, 34.8727,   205.4,  90.317,  0.0601,  -9.000,"
" 68, 2603,  192.0, 17.4711,  25.299, 17.5034, 34.8652,   204.8,  90.315,  0.0582,  -9.000,"
" 68, 2603,  194.0, 17.3649,  25.314, 17.3974, 34.8519,   205.1,  90.327,  0.0561,  -9.000,"
" 68, 2603,  196.0, 17.2820,  25.326, 17.3147, 34.8409,   205.0,  90.336,  0.0551,  -9.000,"
" 68, 2603,  198.0, 17.2018,  25.341, 17.2347, 34.8352,   204.9,  90.338,  0.0528,  -9.000,"
" 68, 2603,  200.0, 17.1141,  25.349, 17.1473, 34.8190,   204.5,  90.365,  0.0510,  -9.000,"
" 69, 2664,    0.0, 24.8008,  23.363, 24.8008, 34.9459,   208.3,  -9.000,  0.0479,  -9.000,"
" 69, 2664,    2.0, 24.7947,  23.368, 24.7951, 34.9511,   209.0,  -9.000,  0.0538,  -9.000,"
" 69, 2664,    4.0, 24.7918,  23.365, 24.7926, 34.9456,   209.0,  -9.000,  0.0539,  -9.000,"
" 69, 2664,    6.0, 24.7864,  23.370, 24.7877, 34.9507,   209.1,  -9.000,  0.0552,  -9.000,"
" 69, 2664,    8.0, 24.7738,  23.370, 24.7755, 34.9449,   209.1,  -9.000,  0.0578,  -9.000,"
" 69, 2664,   10.0, 24.7683,  23.369, 24.7705, 34.9415,   209.0,  -9.000,  0.0581,  -9.000,"
" 69, 2664,   12.0, 24.7622,  23.373, 24.7648, 34.9442,   209.0,  -9.000,  0.0600,  -9.000,"
" 69, 2664,   14.0, 24.7598,  23.374, 24.7628, 34.9445,   209.0,  -9.000,  0.0596,  -9.000,"
" 69, 2664,   16.0, 24.7580,  23.375, 24.7614, 34.9446,   209.1,  -9.000,  0.0624,  -9.000,"
" 69, 2664,   18.0, 24.7561,  23.375, 24.7599, 34.9452,   209.1,  -9.000,  0.0654,  -9.000,"
" 69, 2664,   20.0, 24.7537,  23.377, 24.7580, 34.9462,   209.1,  -9.000,  0.0651,  -9.000,"
" 69, 2664,   22.0, 24.7495,  23.379, 24.7543, 34.9467,   209.1,  -9.000,  0.0743,  -9.000,"
" 69, 2664,   24.0, 24.7448,  23.381, 24.7500, 34.9474,   209.0,  -9.000,  0.0747,  -9.000,"
" 69, 2664,   26.0, 24.7379,  23.383, 24.7435, 34.9484,   209.1,  -9.000,  0.0737,  -9.000,"
" 69, 2664,   28.0, 24.7343,  23.385, 24.7403, 34.9492,   209.0,  -9.000,  0.0765,  -9.000,"
" 69, 2664,   30.0, 24.7308,  23.387, 24.7372, 34.9502,   209.0,  -9.000,  0.0797,  -9.000,"
" 69, 2664,   32.0, 24.7316,  23.390, 24.7385, 34.9547,   209.1,  -9.000,  0.0816,  -9.000,"
" 69, 2664,   34.0, 24.7210,  23.394, 24.7283, 34.9559,   209.1,  -9.000,  0.0869,  -9.000,"
" 69, 2664,   36.0, 24.7051,  23.400, 24.7128, 34.9568,   209.1,  -9.000,  0.0874,  -9.000,"
" 69, 2664,   38.0, 24.6987,  23.404, 24.7068, 34.9593,   209.2,  -9.000,  0.0892,  -9.000,"
" 69, 2664,   40.0, 24.6920,  23.410, 24.7006, 34.9659,   209.3,  -9.000,  0.0928,  -9.000,"
" 69, 2664,   42.0, 24.6815,  23.415, 24.6906, 34.9681,   209.4,  -9.000,  0.0992,  -9.000,"
" 69, 2664,   44.0, 24.6650,  23.421, 24.6745, 34.9684,   209.4,  -9.000,  0.0996,  -9.000,"
" 69, 2664,   46.0, 24.6546,  23.425, 24.6645, 34.9700,   209.5,  -9.000,  0.1015,  -9.000,"
" 69, 2664,   48.0, 24.6481,  23.429, 24.6584, 34.9731,   209.6,  -9.000,  0.1062,  -9.000,"
" 69, 2664,   50.0, 24.6375,  23.435, 24.6483, 34.9760,   209.8,  -9.000,  0.1081,  -9.000,"
" 69, 2664,   52.0, 24.6254,  23.441, 24.6365, 34.9800,   209.7,  -9.000,  0.1158,  -9.000,"
" 69, 2664,   54.0, 24.6131,  23.448, 24.6246, 34.9844,   209.8,  -9.000,  0.1240,  -9.000,"
" 69, 2664,   56.0, 24.6058,  23.453, 24.6178, 34.9883,   209.9,  -9.000,  0.1367,  -9.000,"
" 69, 2664,   58.0, 24.5864,  23.463, 24.5989, 34.9933,   210.0,  -9.000,  0.1433,  -9.000,"
" 69, 2664,   60.0, 24.5735,  23.471, 24.5863, 34.9988,   209.9,  -9.000,  0.1510,  -9.000,"
" 69, 2664,   62.0, 24.5573,  23.480, 24.5706, 35.0041,   209.8,  -9.000,  0.1680,  -9.000,"
" 69, 2664,   64.0, 24.5264,  23.492, 24.5400, 35.0081,   209.8,  -9.000,  0.1750,  -9.000,"
" 69, 2664,   66.0, 24.4963,  23.506, 24.5104, 35.0144,   209.7,  -9.000,  0.1811,  -9.000,"
" 69, 2664,   68.0, 24.4676,  23.520, 24.4821, 35.0212,   209.7,  -9.000,  0.1931,  -9.000,"
" 69, 2664,   70.0, 24.4363,  23.536, 24.4512, 35.0301,   209.5,  -9.000,  0.1993,  -9.000,"
" 69, 2664,   72.0, 24.3955,  23.555, 24.4108, 35.0395,   209.5,  -9.000,  0.2040,  -9.000,"
" 69, 2664,   74.0, 24.3368,  23.577, 24.3525, 35.0453,   209.5,  -9.000,  0.2167,  -9.000,"
" 69, 2664,   76.0, 24.2380,  23.611, 24.2541, 35.0509,   209.2,  -9.000,  0.2363,  -9.000,"
" 69, 2664,   78.0, 24.1352,  23.647, 24.1517, 35.0583,   209.5,  -9.000,  0.2523,  -9.000,"
" 69, 2664,   80.0, 23.9920,  23.693, 24.0089, 35.0631,   209.2,  -9.000,  0.2694,  -9.000,"
